kode_provinsi,nama_provinsi,kode_kabkota,nama_kabkota,kelompok_usia,penduduk_pria,penduduk_wanita
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,18,877,844
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,19,710,750
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,20-24,3847,4116
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,25-29,4844,4932
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,30-34,4875,4691
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,35-39,4396,4214
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,40-44,3648,3937
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,45-49,3335,3390
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,50-54,3099,3063
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,55-59,2208,2200
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,60-64,1260,1335
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,65+,2624,4051
13,Prov. Sumatera Barat,1377,Kota Pariaman,0-4,3963,3562
13,Prov. Sumatera Barat,1377,Kota Pariaman,5-6,1724,1521
13,Prov. Sumatera Barat,1377,Kota Pariaman,7-9,2706,2465
13,Prov. Sumatera Barat,1377,Kota Pariaman,10-12,2791,2543
13,Prov. Sumatera Barat,1377,Kota Pariaman,13-14,1902,1849
13,Prov. Sumatera Barat,1377,Kota Pariaman,15,891,951
13,Prov. Sumatera Barat,1377,Kota Pariaman,16,904,918
13,Prov. Sumatera Barat,1377,Kota Pariaman,17,891,948
13,Prov. Sumatera Barat,1377,Kota Pariaman,18,719,700
13,Prov. Sumatera Barat,1377,Kota Pariaman,19,619,596
13,Prov. Sumatera Barat,1377,Kota Pariaman,20-24,2805,2985
13,Prov. Sumatera Barat,1377,Kota Pariaman,25-29,2912,3005
13,Prov. Sumatera Barat,1377,Kota Pariaman,30-34,2787,2709
13,Prov. Sumatera Barat,1377,Kota Pariaman,35-39,2530,2600
13,Prov. Sumatera Barat,1377,Kota Pariaman,40-44,2519,2607
13,Prov. Sumatera Barat,1377,Kota Pariaman,45-49,2232,2229
13,Prov. Sumatera Barat,1377,Kota Pariaman,50-54,1894,2100
13,Prov. Sumatera Barat,1377,Kota Pariaman,55-59,1415,1561
13,Prov. Sumatera Barat,1377,Kota Pariaman,60-64,834,1059
13,Prov. Sumatera Barat,1377,Kota Pariaman,65+,1884,3213
14,Prov. Riau,1401,Kab. Kuantan Singingi,0-4,16251,15336
14,Prov. Riau,1401,Kab. Kuantan Singingi,5-6,6708,6303
14,Prov. Riau,1401,Kab. Kuantan Singingi,7-9,9582,8899
14,Prov. Riau,1401,Kab. Kuantan Singingi,10-12,9049,8540
14,Prov. Riau,1401,Kab. Kuantan Singingi,13-14,5955,5609
14,Prov. Riau,1401,Kab. Kuantan Singingi,15,2913,2582
14,Prov. Riau,1401,Kab. Kuantan Singingi,16,2621,2489
14,Prov. Riau,1401,Kab. Kuantan Singingi,17,2536,2477
14,Prov. Riau,1401,Kab. Kuantan Singingi,18,2378,2135
14,Prov. Riau,1401,Kab. Kuantan Singingi,19,2409,2043
14,Prov. Riau,1401,Kab. Kuantan Singingi,20-24,12508,12306
14,Prov. Riau,1401,Kab. Kuantan Singingi,25-29,14482,13894
14,Prov. Riau,1401,Kab. Kuantan Singingi,30-34,13481,12270
14,Prov. Riau,1401,Kab. Kuantan Singingi,35-39,11725,11001
14,Prov. Riau,1401,Kab. Kuantan Singingi,40-44,9933,8613
14,Prov. Riau,1401,Kab. Kuantan Singingi,45-49,7837,7759
14,Prov. Riau,1401,Kab. Kuantan Singingi,50-54,6947,6428
14,Prov. Riau,1401,Kab. Kuantan Singingi,55-59,4747,4124
14,Prov. Riau,1401,Kab. Kuantan Singingi,60-64,2768,3004
14,Prov. Riau,1401,Kab. Kuantan Singingi,65+,4949,6525
14,Prov. Riau,1402,Kab. Indragiri Hulu,0-4,21435,20276
14,Prov. Riau,1402,Kab. Indragiri Hulu,5-6,8489,8180
14,Prov. Riau,1402,Kab. Indragiri Hulu,7-9,12306,11531
14,Prov. Riau,1402,Kab. Indragiri Hulu,10-12,11496,10743
14,Prov. Riau,1402,Kab. Indragiri Hulu,13-14,7291,7033
14,Prov. Riau,1402,Kab. Indragiri Hulu,15,3476,3382
14,Prov. Riau,1402,Kab. Indragiri Hulu,16,3309,3112
14,Prov. Riau,1402,Kab. Indragiri Hulu,17,3386,3182
14,Prov. Riau,1402,Kab. Indragiri Hulu,18,3237,2960
14,Prov. Riau,1402,Kab. Indragiri Hulu,19,3209,3143
14,Prov. Riau,1402,Kab. Indragiri Hulu,20-24,17085,17459
14,Prov. Riau,1402,Kab. Indragiri Hulu,25-29,18731,18064
14,Prov. Riau,1402,Kab. Indragiri Hulu,30-34,16844,15479
14,Prov. Riau,1402,Kab. Indragiri Hulu,35-39,14539,13527
14,Prov. Riau,1402,Kab. Indragiri Hulu,40-44,12228,10995
14,Prov. Riau,1402,Kab. Indragiri Hulu,45-49,9941,8795
14,Prov. Riau,1402,Kab. Indragiri Hulu,50-54,7626,6386
14,Prov. Riau,1402,Kab. Indragiri Hulu,55-59,5022,4155
14,Prov. Riau,1402,Kab. Indragiri Hulu,60-64,2905,2850
14,Prov. Riau,1402,Kab. Indragiri Hulu,65+,4749,4886
14,Prov. Riau,1403,Kab. Indragiri Hilir,0-4,34662,32925
14,Prov. Riau,1403,Kab. Indragiri Hilir,5-6,14615,14134
14,Prov. Riau,1403,Kab. Indragiri Hilir,7-9,21994,21225
14,Prov. Riau,1403,Kab. Indragiri Hilir,10-12,21555,20724
14,Prov. Riau,1403,Kab. Indragiri Hilir,13-14,13261,12921
14,Prov. Riau,1403,Kab. Indragiri Hilir,15,6762,6507
14,Prov. Riau,1403,Kab. Indragiri Hilir,16,5984,6038
14,Prov. Riau,1403,Kab. Indragiri Hilir,17,6430,6021
14,Prov. Riau,1403,Kab. Indragiri Hilir,18,6086,5626
14,Prov. Riau,1403,Kab. Indragiri Hilir,19,5822,5484
14,Prov. Riau,1403,Kab. Indragiri Hilir,20-24,30022,29698
14,Prov. Riau,1403,Kab. Indragiri Hilir,25-29,32934,32627
14,Prov. Riau,1403,Kab. Indragiri Hilir,30-34,30589,29105
14,Prov. Riau,1403,Kab. Indragiri Hilir,35-39,27659,25480
14,Prov. Riau,1403,Kab. Indragiri Hilir,40-44,22307,20003
14,Prov. Riau,1403,Kab. Indragiri Hilir,45-49,17166,15947
14,Prov. Riau,1403,Kab. Indragiri Hilir,50-54,14498,12666
14,Prov. Riau,1403,Kab. Indragiri Hilir,55-59,9752,8028
14,Prov. Riau,1403,Kab. Indragiri Hilir,60-64,7544,6652
14,Prov. Riau,1403,Kab. Indragiri Hilir,65+,10627,9699
14,Prov. Riau,1404,Kab. Pelalawan,0-4,20283,19187
14,Prov. Riau,1404,Kab. Pelalawan,5-6,7762,7135
14,Prov. Riau,1404,Kab. Pelalawan,7-9,10577,9966
14,Prov. Riau,1404,Kab. Pelalawan,10-12,9221,8630
14,Prov. Riau,1404,Kab. Pelalawan,13-14,5441,5168
14,Prov. Riau,1404,Kab. Pelalawan,15,2718,2423
14,Prov. Riau,1404,Kab. Pelalawan,16,2489,2247
14,Prov. Riau,1404,Kab. Pelalawan,17,2498,2282
14,Prov. Riau,1404,Kab. Pelalawan,18,2483,2281
14,Prov. Riau,1404,Kab. Pelalawan,19,2530,2385
14,Prov. Riau,1404,Kab. Pelalawan,20-24,14466,14632
14,Prov. Riau,1404,Kab. Pelalawan,25-29,18271,17223
14,Prov. Riau,1404,Kab. Pelalawan,30-34,16512,14148
14,Prov. Riau,1404,Kab. Pelalawan,35-39,13509,11178
14,Prov. Riau,1404,Kab. Pelalawan,40-44,10281,8346
14,Prov. Riau,1404,Kab. Pelalawan,45-49,7256,5757
14,Prov. Riau,1404,Kab. Pelalawan,50-54,5112,3997
14,Prov. Riau,1404,Kab. Pelalawan,55-59,3224,2314
14,Prov. Riau,1404,Kab. Pelalawan,60-64,1685,1534
14,Prov. Riau,1404,Kab. Pelalawan,65+,2386,2292
14,Prov. Riau,1405,Kab. Siak,0-4,24548,23321
14,Prov. Riau,1405,Kab. Siak,5-6,9790,9253
14,Prov. Riau,1405,Kab. Siak,7-9,14236,13306
14,Prov. Riau,1405,Kab. Siak,10-12,12483,11771
14,Prov. Riau,1405,Kab. Siak,13-14,7602,7335
14,Prov. Riau,1405,Kab. Siak,15,3594,3362
14,Prov. Riau,1405,Kab. Siak,16,3239,3131
14,Prov. Riau,1405,Kab. Siak,17,3139,3001
14,Prov. Riau,1405,Kab. Siak,18,3027,2768
14,Prov. Riau,1405,Kab. Siak,19,3040,2659
14,Prov. Riau,1405,Kab. Siak,20-24,16151,15564
14,Prov. Riau,1405,Kab. Siak,25-29,19003,18647
14,Prov. Riau,1405,Kab. Siak,30-34,19080,18138
14,Prov. Riau,1405,Kab. Siak,35-39,17511,15679
14,Prov. Riau,1405,Kab. Siak,40-44,14713,11742
14,Prov. Riau,1405,Kab. Siak,45-49,9542,7481
14,Prov. Riau,1405,Kab. Siak,50-54,6160,4843
14,Prov. Riau,1405,Kab. Siak,55-59,4105,3150
14,Prov. Riau,1405,Kab. Siak,60-64,2198,1938
14,Prov. Riau,1405,Kab. Siak,65+,3289,3203
14,Prov. Riau,1406,Kab. Kampar,0-4,42717,40019
14,Prov. Riau,1406,Kab. Kampar,5-6,16839,15830
14,Prov. Riau,1406,Kab. Kampar,7-9,24539,22808
14,Prov. Riau,1406,Kab. Kampar,10-12,23194,21563
14,Prov. Riau,1406,Kab. Kampar,13-14,14882,13841
14,Prov. Riau,1406,Kab. Kampar,15,6973,6412
14,Prov. Riau,1406,Kab. Kampar,16,6405,5914
14,Prov. Riau,1406,Kab. Kampar,17,6096,5896
14,Prov. Riau,1406,Kab. Kampar,18,6034,5498
14,Prov. Riau,1406,Kab. Kampar,19,5804,5399
14,Prov. Riau,1406,Kab. Kampar,20-24,30411,30140
14,Prov. Riau,1406,Kab. Kampar,25-29,33767,34039
14,Prov. Riau,1406,Kab. Kampar,30-34,32588,30526
14,Prov. Riau,1406,Kab. Kampar,35-39,28752,26310
14,Prov. Riau,1406,Kab. Kampar,40-44,23894,21024
14,Prov. Riau,1406,Kab. Kampar,45-49,18109,16070
14,Prov. Riau,1406,Kab. Kampar,50-54,13031,10960
14,Prov. Riau,1406,Kab. Kampar,55-59,8380,6957
14,Prov. Riau,1406,Kab. Kampar,60-64,4546,4542
14,Prov. Riau,1406,Kab. Kampar,65+,7875,9620
14,Prov. Riau,1407,Kab. Rokan Hulu,0-4,31930,30352
14,Prov. Riau,1407,Kab. Rokan Hulu,5-6,12241,11747
14,Prov. Riau,1407,Kab. Rokan Hulu,7-9,17465,16623
14,Prov. Riau,1407,Kab. Rokan Hulu,10-12,16048,14757
14,Prov. Riau,1407,Kab. Rokan Hulu,13-14,9615,8964
14,Prov. Riau,1407,Kab. Rokan Hulu,15,4468,4073
14,Prov. Riau,1407,Kab. Rokan Hulu,16,4091,3758
14,Prov. Riau,1407,Kab. Rokan Hulu,17,4035,3699
14,Prov. Riau,1407,Kab. Rokan Hulu,18,3772,3455
14,Prov. Riau,1407,Kab. Rokan Hulu,19,3704,3672
14,Prov. Riau,1407,Kab. Rokan Hulu,20-24,21218,21758
14,Prov. Riau,1407,Kab. Rokan Hulu,25-29,25046,24842
14,Prov. Riau,1407,Kab. Rokan Hulu,30-34,23176,20925
14,Prov. Riau,1407,Kab. Rokan Hulu,35-39,18895,16661
14,Prov. Riau,1407,Kab. Rokan Hulu,40-44,15007,13060
14,Prov. Riau,1407,Kab. Rokan Hulu,45-49,11415,10102
14,Prov. Riau,1407,Kab. Rokan Hulu,50-54,8656,7541
14,Prov. Riau,1407,Kab. Rokan Hulu,55-59,5799,4660
14,Prov. Riau,1407,Kab. Rokan Hulu,60-64,3436,3176
14,Prov. Riau,1407,Kab. Rokan Hulu,65+,5603,5398
14,Prov. Riau,1408,Kab. Bengkalis,0-4,29927,28660
14,Prov. Riau,1408,Kab. Bengkalis,5-6,12177,11792
14,Prov. Riau,1408,Kab. Bengkalis,7-9,18053,16453
14,Prov. Riau,1408,Kab. Bengkalis,10-12,16166,15037
14,Prov. Riau,1408,Kab. Bengkalis,13-14,10756,9855
14,Prov. Riau,1408,Kab. Bengkalis,15,5051,4675
14,Prov. Riau,1408,Kab. Bengkalis,16,4854,4441
14,Prov. Riau,1408,Kab. Bengkalis,17,4581,4199
14,Prov. Riau,1408,Kab. Bengkalis,18,4183,3859
14,Prov. Riau,1408,Kab. Bengkalis,19,4234,3641
14,Prov. Riau,1408,Kab. Bengkalis,20-24,20538,21036
14,Prov. Riau,1408,Kab. Bengkalis,25-29,24115,24296
14,Prov. Riau,1408,Kab. Bengkalis,30-34,23584,22008
14,Prov. Riau,1408,Kab. Bengkalis,35-39,21053,18903
14,Prov. Riau,1408,Kab. Bengkalis,40-44,17321,14979
14,Prov. Riau,1408,Kab. Bengkalis,45-49,13185,11695
14,Prov. Riau,1408,Kab. Bengkalis,50-54,9902,8940
14,Prov. Riau,1408,Kab. Bengkalis,55-59,6832,6060
14,Prov. Riau,1408,Kab. Bengkalis,60-64,4191,3926
14,Prov. Riau,1408,Kab. Bengkalis,65+,6496,6682
14,Prov. Riau,1409,Kab. Rokan Hilir,0-4,35696,33842
14,Prov. Riau,1409,Kab. Rokan Hilir,5-6,14337,13606
14,Prov. Riau,1409,Kab. Rokan Hilir,7-9,20895,19852
14,Prov. Riau,1409,Kab. Rokan Hilir,10-12,19935,18751
14,Prov. Riau,1409,Kab. Rokan Hilir,13-14,12735,12075
14,Prov. Riau,1409,Kab. Rokan Hilir,15,5972,5628
14,Prov. Riau,1409,Kab. Rokan Hilir,16,5698,5305
14,Prov. Riau,1409,Kab. Rokan Hilir,17,5517,5295
14,Prov. Riau,1409,Kab. Rokan Hilir,18,5096,4758
14,Prov. Riau,1409,Kab. Rokan Hilir,19,4971,4666
14,Prov. Riau,1409,Kab. Rokan Hilir,20-24,23441,24344
14,Prov. Riau,1409,Kab. Rokan Hilir,25-29,26369,26408
14,Prov. Riau,1409,Kab. Rokan Hilir,30-34,23935,22527
14,Prov. Riau,1409,Kab. Rokan Hilir,35-39,21070,19295
14,Prov. Riau,1409,Kab. Rokan Hilir,40-44,17536,15486
14,Prov. Riau,1409,Kab. Rokan Hilir,45-49,13627,12179
14,Prov. Riau,1409,Kab. Rokan Hilir,50-54,10489,8907
14,Prov. Riau,1409,Kab. Rokan Hilir,55-59,7104,5723
14,Prov. Riau,1409,Kab. Rokan Hilir,60-64,3934,3620
14,Prov. Riau,1409,Kab. Rokan Hilir,65+,6234,6358
14,Prov. Riau,1410,Kab. Kepulauan Meranti,0-4,8845,8360
14,Prov. Riau,1410,Kab. Kepulauan Meranti,5-6,3877,3682
14,Prov. Riau,1410,Kab. Kepulauan Meranti,7-9,5986,5725
14,Prov. Riau,1410,Kab. Kepulauan Meranti,10-12,5909,5414
14,Prov. Riau,1410,Kab. Kepulauan Meranti,13-14,3977,3735
14,Prov. Riau,1410,Kab. Kepulauan Meranti,15,1940,1841
14,Prov. Riau,1410,Kab. Kepulauan Meranti,16,1843,1727
14,Prov. Riau,1410,Kab. Kepulauan Meranti,17,1801,1664
14,Prov. Riau,1410,Kab. Kepulauan Meranti,18,1603,1532
14,Prov. Riau,1410,Kab. Kepulauan Meranti,19,1530,1445
14,Prov. Riau,1410,Kab. Kepulauan Meranti,20-24,7333,7127
14,Prov. Riau,1410,Kab. Kepulauan Meranti,25-29,8060,7769
14,Prov. Riau,1410,Kab. Kepulauan Meranti,30-34,7559,7211
14,Prov. Riau,1410,Kab. Kepulauan Meranti,35-39,6907,6067
14,Prov. Riau,1410,Kab. Kepulauan Meranti,40-44,5550,5393
14,Prov. Riau,1410,Kab. Kepulauan Meranti,45-49,5186,4813
14,Prov. Riau,1410,Kab. Kepulauan Meranti,50-54,4073,3867
14,Prov. Riau,1410,Kab. Kepulauan Meranti,55-59,3061,2705
14,Prov. Riau,1410,Kab. Kepulauan Meranti,60-64,2117,2105
14,Prov. Riau,1410,Kab. Kepulauan Meranti,65+,3409,3542
14,Prov. Riau,1471,Kota Pekanbaru,0-4,50079,46311
14,Prov. Riau,1471,Kota Pekanbaru,5-6,18609,17666
14,Prov. Riau,1471,Kota Pekanbaru,7-9,26911,24952
14,Prov. Riau,1471,Kota Pekanbaru,10-12,24334,22938
14,Prov. Riau,1471,Kota Pekanbaru,13-14,16057,15206
14,Prov. Riau,1471,Kota Pekanbaru,15,7877,7820
14,Prov. Riau,1471,Kota Pekanbaru,16,7879,8006
14,Prov. Riau,1471,Kota Pekanbaru,17,7982,7967
14,Prov. Riau,1471,Kota Pekanbaru,18,8504,9179
14,Prov. Riau,1471,Kota Pekanbaru,19,10004,11267
14,Prov. Riau,1471,Kota Pekanbaru,20-24,52733,55323
14,Prov. Riau,1471,Kota Pekanbaru,25-29,48265,48192
14,Prov. Riau,1471,Kota Pekanbaru,30-34,42186,40462
14,Prov. Riau,1471,Kota Pekanbaru,35-39,36984,34493
14,Prov. Riau,1471,Kota Pekanbaru,40-44,29988,27622
14,Prov. Riau,1471,Kota Pekanbaru,45-49,23630,21201
14,Prov. Riau,1471,Kota Pekanbaru,50-54,17275,15343
14,Prov. Riau,1471,Kota Pekanbaru,55-59,11418,10267
14,Prov. Riau,1471,Kota Pekanbaru,60-64,6297,6018
14,Prov. Riau,1471,Kota Pekanbaru,65+,9373,11149
14,Prov. Riau,1473,Kota Dumai,0-4,15944,14993
14,Prov. Riau,1473,Kota Dumai,5-6,6091,5718
14,Prov. Riau,1473,Kota Dumai,7-9,8661,8046
14,Prov. Riau,1473,Kota Dumai,10-12,7834,7326
14,Prov. Riau,1473,Kota Dumai,13-14,5111,4736
14,Prov. Riau,1473,Kota Dumai,15,2532,2257
14,Prov. Riau,1473,Kota Dumai,16,2433,2252
14,Prov. Riau,1473,Kota Dumai,17,2483,2206
14,Prov. Riau,1473,Kota Dumai,18,2076,1892
14,Prov. Riau,1473,Kota Dumai,19,2090,1886
14,Prov. Riau,1473,Kota Dumai,20-24,11242,11227
14,Prov. Riau,1473,Kota Dumai,25-29,13202,12843
14,Prov. Riau,1473,Kota Dumai,30-34,12074,11396
14,Prov. Riau,1473,Kota Dumai,35-39,10411,9376
14,Prov. Riau,1473,Kota Dumai,40-44,8402,7479
14,Prov. Riau,1473,Kota Dumai,45-49,6773,6238
14,Prov. Riau,1473,Kota Dumai,50-54,5165,4706
14,Prov. Riau,1473,Kota Dumai,55-59,3612,3067
14,Prov. Riau,1473,Kota Dumai,60-64,2276,1852
14,Prov. Riau,1473,Kota Dumai,65+,3053,2842
15,Prov. Jambi,1501,Kab. Kerinci,0-4,10630,9736
15,Prov. Jambi,1501,Kab. Kerinci,5-6,4135,3806
15,Prov. Jambi,1501,Kab. Kerinci,7-9,6806,6309
15,Prov. Jambi,1501,Kab. Kerinci,10-12,6997,6497
15,Prov. Jambi,1501,Kab. Kerinci,13-14,4449,4104
15,Prov. Jambi,1501,Kab. Kerinci,15,2120,2096
15,Prov. Jambi,1501,Kab. Kerinci,16,1917,1807
15,Prov. Jambi,1501,Kab. Kerinci,17,1903,1788
15,Prov. Jambi,1501,Kab. Kerinci,18,1812,1682
15,Prov. Jambi,1501,Kab. Kerinci,19,1619,1626
15,Prov. Jambi,1501,Kab. Kerinci,20-24,8147,8405
15,Prov. Jambi,1501,Kab. Kerinci,25-29,9452,9959
15,Prov. Jambi,1501,Kab. Kerinci,30-34,9989,10383
15,Prov. Jambi,1501,Kab. Kerinci,35-39,9347,8994
15,Prov. Jambi,1501,Kab. Kerinci,40-44,7325,7446
15,Prov. Jambi,1501,Kab. Kerinci,45-49,7004,7398
15,Prov. Jambi,1501,Kab. Kerinci,50-54,6453,6771
15,Prov. Jambi,1501,Kab. Kerinci,55-59,5362,5045
15,Prov. Jambi,1501,Kab. Kerinci,60-64,3198,3186
15,Prov. Jambi,1501,Kab. Kerinci,65+,5901,7891
15,Prov. Jambi,1502,Kab. Merangin,0-4,18348,17225
15,Prov. Jambi,1502,Kab. Merangin,5-6,7266,6998
15,Prov. Jambi,1502,Kab. Merangin,7-9,11061,10578
15,Prov. Jambi,1502,Kab. Merangin,10-12,10903,10148
15,Prov. Jambi,1502,Kab. Merangin,13-14,6818,6520
15,Prov. Jambi,1502,Kab. Merangin,15,3263,3082
15,Prov. Jambi,1502,Kab. Merangin,16,2895,2814
15,Prov. Jambi,1502,Kab. Merangin,17,2972,3040
15,Prov. Jambi,1502,Kab. Merangin,18,2798,2850
15,Prov. Jambi,1502,Kab. Merangin,19,2762,2793
15,Prov. Jambi,1502,Kab. Merangin,20-24,14851,15877
15,Prov. Jambi,1502,Kab. Merangin,25-29,17029,16982
15,Prov. Jambi,1502,Kab. Merangin,30-34,15782,13944
15,Prov. Jambi,1502,Kab. Merangin,35-39,13052,12140
15,Prov. Jambi,1502,Kab. Merangin,40-44,10916,9758
15,Prov. Jambi,1502,Kab. Merangin,45-49,9106,8653
15,Prov. Jambi,1502,Kab. Merangin,50-54,7660,6722
15,Prov. Jambi,1502,Kab. Merangin,55-59,5080,4045
15,Prov. Jambi,1502,Kab. Merangin,60-64,3254,3023
15,Prov. Jambi,1502,Kab. Merangin,65+,5290,4908
15,Prov. Jambi,1503,Kab. Sarolangun,0-4,14230,13627
15,Prov. Jambi,1503,Kab. Sarolangun,5-6,5625,5278
15,Prov. Jambi,1503,Kab. Sarolangun,7-9,8498,7764
15,Prov. Jambi,1503,Kab. Sarolangun,10-12,8240,7627
15,Prov. Jambi,1503,Kab. Sarolangun,13-14,5193,5081
15,Prov. Jambi,1503,Kab. Sarolangun,15,2546,2388
15,Prov. Jambi,1503,Kab. Sarolangun,16,2261,2106
15,Prov. Jambi,1503,Kab. Sarolangun,17,2311,2316
15,Prov. Jambi,1503,Kab. Sarolangun,18,2299,2082
15,Prov. Jambi,1503,Kab. Sarolangun,19,1998,1997
15,Prov. Jambi,1503,Kab. Sarolangun,20-24,10689,11339
15,Prov. Jambi,1503,Kab. Sarolangun,25-29,12034,12221
15,Prov. Jambi,1503,Kab. Sarolangun,30-34,11217,10594
15,Prov. Jambi,1503,Kab. Sarolangun,35-39,9577,8954
15,Prov. Jambi,1503,Kab. Sarolangun,40-44,7872,7221
15,Prov. Jambi,1503,Kab. Sarolangun,45-49,6661,6160
15,Prov. Jambi,1503,Kab. Sarolangun,50-54,5165,4534
15,Prov. Jambi,1503,Kab. Sarolangun,55-59,3529,2855
15,Prov. Jambi,1503,Kab. Sarolangun,60-64,2147,2065
15,Prov. Jambi,1503,Kab. Sarolangun,65+,3704,4240
15,Prov. Jambi,1504,Kab. Batang Hari,0-4,13439,12804
15,Prov. Jambi,1504,Kab. Batang Hari,5-6,5302,5065
15,Prov. Jambi,1504,Kab. Batang Hari,7-9,7775,7465
15,Prov. Jambi,1504,Kab. Batang Hari,10-12,7315,7060
15,Prov. Jambi,1504,Kab. Batang Hari,13-14,4788,4497
15,Prov. Jambi,1504,Kab. Batang Hari,15,2359,2231
15,Prov. Jambi,1504,Kab. Batang Hari,16,2156,2063
15,Prov. Jambi,1504,Kab. Batang Hari,17,2192,2096
15,Prov. Jambi,1504,Kab. Batang Hari,18,2127,2104
15,Prov. Jambi,1504,Kab. Batang Hari,19,2012,2055
15,Prov. Jambi,1504,Kab. Batang Hari,20-24,11390,11294
15,Prov. Jambi,1504,Kab. Batang Hari,25-29,12009,11965
15,Prov. Jambi,1504,Kab. Batang Hari,30-34,10941,10480
15,Prov. Jambi,1504,Kab. Batang Hari,35-39,9662,9086
15,Prov. Jambi,1504,Kab. Batang Hari,40-44,8396,7745
15,Prov. Jambi,1504,Kab. Batang Hari,45-49,6741,6319
15,Prov. Jambi,1504,Kab. Batang Hari,50-54,5426,4693
15,Prov. Jambi,1504,Kab. Batang Hari,55-59,3680,2998
15,Prov. Jambi,1504,Kab. Batang Hari,60-64,2249,2064
15,Prov. Jambi,1504,Kab. Batang Hari,65+,3556,3735
15,Prov. Jambi,1505,Kab. Muaro Jambi,0-4,18697,17815
15,Prov. Jambi,1505,Kab. Muaro Jambi,5-6,7293,6880
15,Prov. Jambi,1505,Kab. Muaro Jambi,7-9,10855,10391
15,Prov. Jambi,1505,Kab. Muaro Jambi,10-12,10434,9644
15,Prov. Jambi,1505,Kab. Muaro Jambi,13-14,6590,6155
15,Prov. Jambi,1505,Kab. Muaro Jambi,15,3173,3002
15,Prov. Jambi,1505,Kab. Muaro Jambi,16,3018,2808
15,Prov. Jambi,1505,Kab. Muaro Jambi,17,2966,2730
15,Prov. Jambi,1505,Kab. Muaro Jambi,18,3152,2838
15,Prov. Jambi,1505,Kab. Muaro Jambi,19,3149,2944
15,Prov. Jambi,1505,Kab. Muaro Jambi,20-24,16658,16283
15,Prov. Jambi,1505,Kab. Muaro Jambi,25-29,17899,17650
15,Prov. Jambi,1505,Kab. Muaro Jambi,30-34,16605,15623
15,Prov. Jambi,1505,Kab. Muaro Jambi,35-39,14604,13437
15,Prov. Jambi,1505,Kab. Muaro Jambi,40-44,12286,11225
15,Prov. Jambi,1505,Kab. Muaro Jambi,45-49,9787,8457
15,Prov. Jambi,1505,Kab. Muaro Jambi,50-54,7402,6044
15,Prov. Jambi,1505,Kab. Muaro Jambi,55-59,5007,3833
15,Prov. Jambi,1505,Kab. Muaro Jambi,60-64,3142,2781
15,Prov. Jambi,1505,Kab. Muaro Jambi,65+,4995,4700
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,0-4,10291,9866
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,5-6,4000,3986
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,7-9,6224,6050
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,10-12,6069,5820
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,13-14,3979,3848
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,15,1852,1842
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,16,1688,1668
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,17,1811,1714
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,18,1744,1595
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,19,1635,1503
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,20-24,8887,8731
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,25-29,10381,9707
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,30-34,9063,8595
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,35-39,8322,7906
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,40-44,7006,6555
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,45-49,5795,5555
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,50-54,4916,4570
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,55-59,3598,3074
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,60-64,2903,2805
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,65+,5195,4523
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,0-4,15325,15051
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,5-6,6278,5988
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,7-9,9477,8856
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,10-12,8751,8220
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,13-14,5731,5177
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,15,2656,2472
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,16,2420,2323
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,17,2476,2332
