kode_provinsi,nama_provinsi,kode_kabkota,nama_kabkota,kelompok_usia,penduduk_pria,penduduk_wanita
11,Prov. Nanggroe Aceh Darussalam,1115,Kab. Nagan Raya,65+,2826,3153
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,0-4,4823,4737
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,5-6,1291,1288
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,7-9,2180,1999
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,10-12,2124,2019
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,13-14,1417,1367
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,15,697,657
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,16,643,597
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,17,730,643
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,18,594,593
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,19,613,535
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,20-24,3644,3525
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,25-29,4189,4189
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,30-34,3635,3281
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,35-39,3314,2801
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,40-44,2731,2208
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,45-49,2167,1818
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,50-54,1654,1402
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,55-59,1179,948
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,60-64,862,840
11,Prov. Nanggroe Aceh Darussalam,1116,Kab. Aceh Jaya,65+,1392,1456
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,0-4,7314,7019
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,5-6,2751,2666
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,7-9,4141,4018
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,10-12,4029,3981
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,13-14,2449,2297
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,15,1124,1086
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,16,1045,971
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,17,920,1001
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,18,1007,884
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,19,974,872
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,20-24,5049,5006
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,25-29,5938,6093
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,30-34,6065,5674
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,35-39,5160,4735
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,40-44,3888,3580
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,45-49,2974,2961
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,50-54,2353,2329
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,55-59,1783,1627
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,60-64,1231,1304
11,Prov. Nanggroe Aceh Darussalam,1117,Kab. Bener Meriah,65+,1864,2114
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,0-4,7257,6781
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,5-6,2680,2469
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,7-9,4380,4152
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,10-12,4108,3948
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,13-14,2731,2663
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,15,1403,1283
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,16,1327,1388
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,17,1329,1406
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,18,1253,1148
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,19,1227,1223
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,20-24,6021,5959
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,25-29,5468,5974
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,30-34,5078,5400
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,35-39,4603,4709
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,40-44,3773,3898
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,45-49,2985,3405
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,50-54,2567,3068
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,55-59,2176,2483
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,60-64,1684,1952
11,Prov. Nanggroe Aceh Darussalam,1118,Kab. Pidie Jaya,65+,2954,4643
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,0-4,11842,11440
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,5-6,3366,3315
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,7-9,4999,4785
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,10-12,4634,4389
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,13-14,3356,3088
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,15,1720,1617
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,16,1830,1715
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,17,1898,1863
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,18,2427,2711
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,19,3396,3881
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,20-24,18535,18690
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,25-29,14097,12392
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,30-34,10421,8720
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,35-39,8531,7526
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,40-44,6777,6352
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,45-49,5696,5076
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,50-54,4379,3497
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,55-59,2986,2567
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,60-64,1794,1814
11,Prov. Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,65+,2413,2911
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,0-4,1988,1790
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,5-6,704,667
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,7-9,924,887
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,10-12,778,776
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,13-14,537,483
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,15,229,241
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,16,220,239
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,17,255,226
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,18,214,182
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,19,182,180
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,20-24,1269,1208
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,25-29,1618,1586
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,30-34,1462,1401
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,35-39,1279,1208
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,40-44,969,940
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,45-49,781,823
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,50-54,692,688
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,55-59,527,489
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,60-64,387,383
11,Prov. Nanggroe Aceh Darussalam,1172,Kota Sabang,65+,585,656
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,0-4,8025,7564
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,5-6,3170,2953
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,7-9,5007,4562
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,10-12,4721,4676
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,13-14,3338,3207
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,15,1577,1558
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,16,1537,1534
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,17,1602,1612
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,18,1380,1542
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,19,1467,1673
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,20-24,6915,7958
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,25-29,6575,6851
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,30-34,5699,5833
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,35-39,5470,5682
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,40-44,4783,4990
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,45-49,4164,4034
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,50-54,3296,2941
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,55-59,2235,1958
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,60-64,1184,1274
11,Prov. Nanggroe Aceh Darussalam,1173,Kota Langsa,65+,1851,2547
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,0-4,9502,9018
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,5-6,3576,3343
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,7-9,5806,5394
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,10-12,5464,5207
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,13-14,3986,3656
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,15,1965,1808
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,16,1754,1777
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,17,1754,1688
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,18,1643,1574
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,19,1573,1826
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,20-24,8152,8692
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,25-29,7789,8369
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,30-34,7042,7365
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,35-39,5983,6519
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,40-44,5252,5561
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,45-49,4630,4656
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,50-54,3807,3300
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,55-59,2549,1940
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,60-64,1353,1421
11,Prov. Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,65+,1856,2613
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,0-4,4695,4353
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,5-6,1886,1726
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,7-9,2866,2830
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,10-12,2883,2824
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,13-14,1879,1728
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,15,828,839
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,16,721,744
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,17,678,682
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,18,595,598
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,19,559,579
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,20-24,2880,3080
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,25-29,2971,3120
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,30-34,2518,2407
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,35-39,2227,2117
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,40-44,1761,1783
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,45-49,1365,1341
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,50-54,1032,898
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,55-59,685,574
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,60-64,401,428
11,Prov. Nanggroe Aceh Darussalam,1175,Kota Subulussalam,65+,634,731
12,Prov. Sumatera Utara,1201,Kab. Nias,0-4,9705,9418
12,Prov. Sumatera Utara,1201,Kab. Nias,5-6,3828,3748
12,Prov. Sumatera Utara,1201,Kab. Nias,7-9,5686,5442
12,Prov. Sumatera Utara,1201,Kab. Nias,10-12,5787,5045
12,Prov. Sumatera Utara,1201,Kab. Nias,13-14,3279,3129
12,Prov. Sumatera Utara,1201,Kab. Nias,15,1580,1508
12,Prov. Sumatera Utara,1201,Kab. Nias,16,1373,1290
12,Prov. Sumatera Utara,1201,Kab. Nias,17,1311,1270
12,Prov. Sumatera Utara,1201,Kab. Nias,18,1124,1138
12,Prov. Sumatera Utara,1201,Kab. Nias,19,1161,1218
12,Prov. Sumatera Utara,1201,Kab. Nias,20-24,5480,6275
12,Prov. Sumatera Utara,1201,Kab. Nias,25-29,4836,5695
12,Prov. Sumatera Utara,1201,Kab. Nias,30-34,4172,4862
12,Prov. Sumatera Utara,1201,Kab. Nias,35-39,3311,3700
12,Prov. Sumatera Utara,1201,Kab. Nias,40-44,2466,2931
12,Prov. Sumatera Utara,1201,Kab. Nias,45-49,2272,2786
12,Prov. Sumatera Utara,1201,Kab. Nias,50-54,2100,2565
12,Prov. Sumatera Utara,1201,Kab. Nias,55-59,1683,1874
12,Prov. Sumatera Utara,1201,Kab. Nias,60-64,1261,1425
12,Prov. Sumatera Utara,1201,Kab. Nias,65+,1642,2001
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,0-4,25580,24560
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,5-6,10515,10103
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,7-9,14964,14233
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,10-12,14972,14064
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,13-14,10464,9972
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,15,5147,4943
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,16,4707,4806
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,17,4606,4633
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,18,4204,4133
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,19,3566,3667
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,20-24,15938,16983
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,25-29,15049,15704
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,30-34,12935,13726
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,35-39,12187,12972
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,40-44,10570,11580
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,45-49,9854,10931
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,50-54,8588,9046
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,55-59,5897,6097
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,60-64,3525,4263
12,Prov. Sumatera Utara,1202,Kab. Mandailing Natal,65+,5769,9492
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,0-4,16452,15376
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,5-6,6808,6438
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,7-9,10022,9438
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,10-12,10325,9374
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,13-14,7044,6654
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,15,3305,3111
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,16,3011,2906
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,17,2912,2754
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,18,2598,2475
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,19,2310,2056
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,20-24,10559,9869
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,25-29,9720,9408
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,30-34,8421,8578
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,35-39,7703,8288
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,40-44,7197,8006
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,45-49,6772,7565
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,50-54,5867,6472
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,55-59,4016,4396
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,60-64,2280,2920
12,Prov. Sumatera Utara,1203,Kab. Tapanuli Selatan,65+,3878,6531
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,0-4,20457,19312
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,5-6,8743,8338
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,7-9,12856,11786
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,10-12,12021,11696
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,13-14,8100,7856
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,15,3915,3635
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,16,3725,3431
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,17,3476,3315
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,18,2980,2748
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,19,2716,2364
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,20-24,12168,11097
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,25-29,11752,11478
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,30-34,10826,10261
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,35-39,9815,9571
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,40-44,8396,8814
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,45-49,7380,7731
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,50-54,6137,6622
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,55-59,4294,4685
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,60-64,2636,3341
12,Prov. Sumatera Utara,1204,Kab. Tapanuli Tengah,65+,3984,6774
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,0-4,17846,16888
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,5-6,7544,6924
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,7-9,10898,10376
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,10-12,10611,10065
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,13-14,7117,6686
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,15,3592,3488
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,16,3241,3154
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,17,3096,2910
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,18,2665,2499
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,19,2143,1730
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,20-24,8074,6929
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,25-29,8785,8361
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,30-34,8895,8461
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,35-39,8237,7958
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,40-44,7507,7845
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,45-49,7194,7769
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,50-54,6444,7278
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,55-59,4996,6002
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,60-64,3377,4438
12,Prov. Sumatera Utara,1205,Kab. Tapanuli Utara,65+,5894,11340
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,0-4,10674,10212
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,5-6,4483,4208
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,7-9,6528,6210
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,10-12,6357,5867
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,13-14,4160,3916
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,15,2179,1935
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,16,2109,2041
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,17,1995,1819
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,18,1595,1372
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,19,1182,856
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,20-24,4713,4126
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,25-29,5911,5533
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,30-34,5821,5581
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,35-39,5548,5442
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,40-44,5078,5272
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,45-49,4385,4743
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,50-54,3812,4337
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,55-59,3155,3843
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,60-64,2330,2911
12,Prov. Sumatera Utara,1206,Kab. Toba Samosir,65+,4086,6804
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,0-4,25061,24260
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,5-6,9915,9479
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,7-9,15098,14202
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,10-12,14589,13516
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,13-14,9398,9134
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,15,4553,4417
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,16,4398,4229
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,17,4434,4462
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,18,4092,3868
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,19,4029,3772
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,20-24,18350,18192
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,25-29,19013,18617
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,30-34,16728,16110
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,35-39,14420,14219
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,40-44,12329,12012
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,45-49,10301,10407
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,50-54,8595,8329
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,55-59,5934,5474
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,60-64,3224,3521
12,Prov. Sumatera Utara,1207,Kab. Labuhan Batu,65+,5463,6966
12,Prov. Sumatera Utara,1208,Kab. Asahan,0-4,37891,36015
12,Prov. Sumatera Utara,1208,Kab. Asahan,5-6,15205,14368
12,Prov. Sumatera Utara,1208,Kab. Asahan,7-9,23026,22010
12,Prov. Sumatera Utara,1208,Kab. Asahan,10-12,22713,21493
12,Prov. Sumatera Utara,1208,Kab. Asahan,13-14,15086,14653
12,Prov. Sumatera Utara,1208,Kab. Asahan,15,7220,6790
12,Prov. Sumatera Utara,1208,Kab. Asahan,16,6933,6746
12,Prov. Sumatera Utara,1208,Kab. Asahan,17,6883,6657
12,Prov. Sumatera Utara,1208,Kab. Asahan,18,6235,5979
12,Prov. Sumatera Utara,1208,Kab. Asahan,19,5927,5556
12,Prov. Sumatera Utara,1208,Kab. Asahan,20-24,27737,27232
12,Prov. Sumatera Utara,1208,Kab. Asahan,25-29,28822,28031
12,Prov. Sumatera Utara,1208,Kab. Asahan,30-34,25385,25062
12,Prov. Sumatera Utara,1208,Kab. Asahan,35-39,22849,23058
12,Prov. Sumatera Utara,1208,Kab. Asahan,40-44,20589,21215
12,Prov. Sumatera Utara,1208,Kab. Asahan,45-49,18002,19016
12,Prov. Sumatera Utara,1208,Kab. Asahan,50-54,16216,15572
12,Prov. Sumatera Utara,1208,Kab. Asahan,55-59,11136,10463
12,Prov. Sumatera Utara,1208,Kab. Asahan,60-64,5709,6539
12,Prov. Sumatera Utara,1208,Kab. Asahan,65+,12381,15872
12,Prov. Sumatera Utara,1209,Kab. Simalungun,0-4,44073,42090
12,Prov. Sumatera Utara,1209,Kab. Simalungun,5-6,18058,16830
12,Prov. Sumatera Utara,1209,Kab. Simalungun,7-9,27610,25843
12,Prov. Sumatera Utara,1209,Kab. Simalungun,10-12,27691,26011
12,Prov. Sumatera Utara,1209,Kab. Simalungun,13-14,18422,17603
12,Prov. Sumatera Utara,1209,Kab. Simalungun,15,8705,8231
12,Prov. Sumatera Utara,1209,Kab. Simalungun,16,8183,7836
12,Prov. Sumatera Utara,1209,Kab. Simalungun,17,7947,7793
12,Prov. Sumatera Utara,1209,Kab. Simalungun,18,7135,6429
